ID,in_the_wild
CVE-2005-0578,0
CVE-2005-0579,0
CVE-2005-0580,0
CVE-2005-0581,0
CVE-2005-0582,0
CVE-2005-0583,0
CVE-2005-0584,0
CVE-2005-0585,0
CVE-2005-0586,0
CVE-2005-0587,0
CVE-2005-0588,0
CVE-2005-0589,0
CVE-2005-0590,0
CVE-2005-0591,0
CVE-2005-0592,0
CVE-2005-0593,0
CVE-2005-0594,0
CVE-2005-0595,1
CVE-2005-0596,0
CVE-2005-0597,0
CVE-2005-0598,0
CVE-2005-0599,0
CVE-2005-0600,0
CVE-2005-0601,0
CVE-2005-0602,0
CVE-2005-0603,0
CVE-2005-0604,0
CVE-2005-0605,0
CVE-2005-0606,0
CVE-2005-0607,0
CVE-2005-0608,0
CVE-2005-0609,0
CVE-2005-0610,0
CVE-2005-0611,0
CVE-2005-0612,0
CVE-2005-0613,0
CVE-2005-0614,0
CVE-2005-0615,0
CVE-2005-0616,0
CVE-2005-0617,0
CVE-2005-0618,0
CVE-2005-0619,0
CVE-2005-0620,0
CVE-2005-0621,0
CVE-2005-0622,0
CVE-2005-0623,0
CVE-2005-0624,0
CVE-2005-0625,0
CVE-2005-0626,0
CVE-2005-0627,0
CVE-2005-0628,0
CVE-2005-0629,0
CVE-2005-0630,0
CVE-2005-0631,0
CVE-2005-0632,0
CVE-2005-0633,0
CVE-2005-0634,0
CVE-2005-0635,0
CVE-2005-0636,0
CVE-2005-0637,0
CVE-2005-0638,0
CVE-2005-0639,0
CVE-2005-0640,0
CVE-2005-0641,0
CVE-2005-0642,0
CVE-2005-0643,0
CVE-2005-0644,0
CVE-2005-0645,0
CVE-2005-0646,0
CVE-2005-0647,0
CVE-2005-0648,0
CVE-2005-0649,0
CVE-2005-0650,0
CVE-2005-0651,0
CVE-2005-0652,0
CVE-2005-0653,0
CVE-2005-0654,0
CVE-2005-0655,0
CVE-2005-0656,0
CVE-2005-0657,0
CVE-2005-0658,0
CVE-2005-0659,0
CVE-2005-0660,0
CVE-2005-0661,0
CVE-2005-0662,0
CVE-2005-0663,0
CVE-2005-0664,0
CVE-2005-0665,0
CVE-2005-0666,0
CVE-2005-0667,0
CVE-2005-0668,0
CVE-2005-0669,0
CVE-2005-0670,0
CVE-2005-0671,0
CVE-2005-0672,0
CVE-2005-0673,0
CVE-2005-0674,0
CVE-2005-0675,0
CVE-2005-0676,0
CVE-2005-0677,0
CVE-2005-0678,0
CVE-2005-0679,0
CVE-2005-0680,0
CVE-2005-0681,0
CVE-2005-0682,0
CVE-2005-0683,0
CVE-2005-0684,0
CVE-2005-0685,0
CVE-2005-0686,0
CVE-2005-0687,0
CVE-2005-0688,0
CVE-2005-0689,0
CVE-2005-0690,0
CVE-2005-0691,0
CVE-2005-0692,0
CVE-2005-0693,0
CVE-2005-0694,0
CVE-2005-0695,0
CVE-2005-0696,0
CVE-2005-0697,0
CVE-2005-0698,0
CVE-2005-0699,0
CVE-2005-0700,0
CVE-2005-0701,0
CVE-2005-0702,0
CVE-2005-0703,0
CVE-2005-0704,0
CVE-2005-0705,0
CVE-2005-0706,0
CVE-2005-0707,0
CVE-2005-0708,0
CVE-2005-0709,0
CVE-2005-0710,0
CVE-2005-0711,0
CVE-2005-0712,0
CVE-2005-0713,0
CVE-2005-0714,0
CVE-2005-0715,0
CVE-2005-0716,0
CVE-2005-0718,0
CVE-2005-0719,0
CVE-2005-0720,0
CVE-2005-0721,0
CVE-2005-0722,0
CVE-2005-0723,0
CVE-2005-0724,0
CVE-2005-0725,0
CVE-2005-0726,0
CVE-2005-0727,0
CVE-2005-0728,0
CVE-2005-0729,0
CVE-2005-0730,0
CVE-2005-0731,0
CVE-2005-0732,0
CVE-2005-0733,0
CVE-2005-0734,0
CVE-2005-0735,0
CVE-2005-0736,0
CVE-2005-0737,0
CVE-2005-0738,0
CVE-2005-0739,0
CVE-2005-0740,0
CVE-2005-0741,0
CVE-2005-0742,0
CVE-2005-0743,0
CVE-2005-0744,0
CVE-2005-0745,0
CVE-2005-0746,0
CVE-2005-0747,0
CVE-2005-0748,0
CVE-2005-0749,0
CVE-2005-0750,0
CVE-2005-0751,0
CVE-2005-0752,0
CVE-2005-0753,0
CVE-2005-0754,0
CVE-2005-0755,0
CVE-2005-0756,0
CVE-2005-0757,0
CVE-2005-0758,0
CVE-2005-0759,0
CVE-2005-0760,0
CVE-2005-0761,0
CVE-2005-0762,0
CVE-2005-0763,0
CVE-2005-0764,0
CVE-2005-0765,0
CVE-2005-0766,0
CVE-2005-0767,0
CVE-2005-0768,0
CVE-2005-0769,0
CVE-2005-0770,0
CVE-2005-0771,0
CVE-2005-0772,0
CVE-2005-0773,1
CVE-2005-0774,0
CVE-2005-0775,0
CVE-2005-0776,0
CVE-2005-0777,0
CVE-2005-0778,0
CVE-2005-0779,0
CVE-2005-0780,0
CVE-2005-0781,0
CVE-2005-0782,0
CVE-2005-0783,0
CVE-2005-0784,0
CVE-2005-0785,0
CVE-2005-0786,0
CVE-2005-0787,0
CVE-2005-0788,0
CVE-2005-0789,0
CVE-2005-0790,0
CVE-2005-0791,0
CVE-2005-0792,0
CVE-2005-0793,0
CVE-2005-0794,0
CVE-2005-0795,0
CVE-2005-0796,0
CVE-2005-0797,0
CVE-2005-0798,0
CVE-2005-0799,0
CVE-2005-0800,0
CVE-2005-0801,0
CVE-2005-0802,0
CVE-2005-0803,0
CVE-2005-0804,0
CVE-2005-0805,0
CVE-2005-0806,0
CVE-2005-0807,0
CVE-2005-0808,0
CVE-2005-0809,0
CVE-2005-0810,0
CVE-2005-0811,0
CVE-2005-0812,0
CVE-2005-0813,0
CVE-2005-0814,0
CVE-2005-0815,0
CVE-2005-0816,0
CVE-2005-0817,0
CVE-2005-0818,0
CVE-2005-0819,0
CVE-2005-0820,0
CVE-2005-0821,0
CVE-2005-0822,0
CVE-2005-0823,0
CVE-2005-0824,0
CVE-2005-0825,0
CVE-2005-0826,0
CVE-2005-0827,0
CVE-2005-0828,0
CVE-2005-0829,0
CVE-2005-0830,0
CVE-2005-0831,0
CVE-2005-0832,0
CVE-2005-0833,0
CVE-2005-0834,0
CVE-2005-0835,0
CVE-2005-0836,0
CVE-2005-0837,0
CVE-2005-0838,0
CVE-2005-0839,0
CVE-2005-0840,0
CVE-2005-0841,0
CVE-2005-0842,0
CVE-2005-0843,0
CVE-2005-0844,0
CVE-2005-0845,0
CVE-2005-0846,0
CVE-2005-0847,0
CVE-2005-0848,0
CVE-2005-0849,0
CVE-2005-0850,0
CVE-2005-0851,0
CVE-2005-0852,0
CVE-2005-0853,0
CVE-2005-0854,0
CVE-2005-0855,0
CVE-2005-0856,0
CVE-2005-0857,0
CVE-2005-0858,0
CVE-2005-0859,0
CVE-2005-0860,0
CVE-2005-0861,0
CVE-2005-0862,0
CVE-2005-0863,0
CVE-2005-0864,0
CVE-2005-0865,0
CVE-2005-0866,0
CVE-2005-0867,0
CVE-2005-0868,0
CVE-2005-0869,0
CVE-2005-0870,0
CVE-2005-0871,0
CVE-2005-0872,0
CVE-2005-0873,0
CVE-2005-0874,0
CVE-2005-0875,0
CVE-2005-0876,0
CVE-2005-0877,0
CVE-2005-0878,0
CVE-2005-0879,0
CVE-2005-0880,0
CVE-2005-0881,0
CVE-2005-0882,0
CVE-2005-0883,0
CVE-2005-0884,0
CVE-2005-0885,0
CVE-2005-0886,0
CVE-2005-0887,0
CVE-2005-0888,0
CVE-2005-0889,0
CVE-2005-0890,0
CVE-2005-0891,0
CVE-2005-0892,0
CVE-2005-0893,0
CVE-2005-0894,0
CVE-2005-0895,0
CVE-2005-0896,0
CVE-2005-0897,0
CVE-2005-0898,0
CVE-2005-0899,0
CVE-2005-0900,0
CVE-2005-0901,0
CVE-2005-0902,0
CVE-2005-0903,0
CVE-2005-0904,0
CVE-2005-0905,0
CVE-2005-0906,0
CVE-2005-0907,0
CVE-2005-0908,0
CVE-2005-0909,0
CVE-2005-0910,0
CVE-2005-0911,0
CVE-2005-0912,0
CVE-2005-0913,0
CVE-2005-0914,0
CVE-2005-0915,0
CVE-2005-0916,0
CVE-2005-0917,0
CVE-2005-0918,0
CVE-2005-0919,0
CVE-2005-0920,0
CVE-2005-0921,0
CVE-2005-0922,0
CVE-2005-0923,0
CVE-2005-0924,0
CVE-2005-0925,0
CVE-2005-0926,0
CVE-2005-0927,0
CVE-2005-0928,0
CVE-2005-0929,0
CVE-2005-0930,0
CVE-2005-0931,0
CVE-2005-0932,0
CVE-2005-0933,0
CVE-2005-0934,0
CVE-2005-0935,0
CVE-2005-0936,0
CVE-2005-0937,0
CVE-2005-0938,0
CVE-2005-0940,0
CVE-2005-0941,0
CVE-2005-0942,0
CVE-2005-0943,0
CVE-2005-0944,0
CVE-2005-0945,0
CVE-2005-0946,0
CVE-2005-0947,0
CVE-2005-0948,0
CVE-2005-0949,0
CVE-2005-0950,0
CVE-2005-0951,0
CVE-2005-0952,0
CVE-2005-0953,0
CVE-2005-0954,0
CVE-2005-0955,0
CVE-2005-0956,0
CVE-2005-0957,0
CVE-2005-0958,0
CVE-2005-0959,0
CVE-2005-0960,0
CVE-2005-0961,0
CVE-2005-0962,0
CVE-2005-0963,0
CVE-2005-0964,0
CVE-2005-0965,0
CVE-2005-0966,0
CVE-2005-0967,0
CVE-2005-0968,0
CVE-2005-0969,0
CVE-2005-0970,0
CVE-2005-0971,0
CVE-2005-0972,0
CVE-2005-0973,0
CVE-2005-0974,0
CVE-2005-0975,0
CVE-2005-0976,0
CVE-2005-0977,0
CVE-2005-0978,0
CVE-2005-0979,0
CVE-2005-0980,0
CVE-2005-0981,0
CVE-2005-0982,0
CVE-2005-0983,0
CVE-2005-0984,0
CVE-2005-0985,0
CVE-2005-0986,0
CVE-2005-0987,0
CVE-2005-0988,0
CVE-2005-0989,0
CVE-2005-0990,0
CVE-2005-0991,0
CVE-2005-0992,0
CVE-2005-0993,0
CVE-2005-0994,0
CVE-2005-0995,0
CVE-2005-0996,0
CVE-2005-0997,0
CVE-2005-0998,0
CVE-2005-0999,0
CVE-2005-1000,0
CVE-2005-1001,0
CVE-2005-1002,0
CVE-2005-1003,0
CVE-2005-1004,0
CVE-2005-1005,0
CVE-2005-1006,0
CVE-2005-1007,0
CVE-2005-1008,0
CVE-2005-1009,0
CVE-2005-1010,0
CVE-2005-1011,0
CVE-2005-1012,0
CVE-2005-1013,0
CVE-2005-1014,0
CVE-2005-1015,0
CVE-2005-1016,0
CVE-2005-1017,0
CVE-2005-1018,0
CVE-2005-1019,0
CVE-2005-1020,0
CVE-2005-1021,0
CVE-2005-1022,0
CVE-2005-1023,0
CVE-2005-1024,0
CVE-2005-1025,0
CVE-2005-1026,0
CVE-2005-1027,0
CVE-2005-1028,0
CVE-2005-1029,0
CVE-2005-1030,0
CVE-2005-1031,0
CVE-2005-1032,0
CVE-2005-1033,0
CVE-2005-1034,0
CVE-2005-1035,0
CVE-2005-1036,0
CVE-2005-1037,0
CVE-2005-1038,0
CVE-2005-1039,0
CVE-2005-1040,0
CVE-2005-1041,0
CVE-2005-1042,0
CVE-2005-1043,0
CVE-2005-1044,0
CVE-2005-1045,0
CVE-2005-1046,0
CVE-2005-1047,0
CVE-2005-1048,0
CVE-2005-1049,0
CVE-2005-1050,0
CVE-2005-1051,0
CVE-2005-1052,0
CVE-2005-1053,0
CVE-2005-1054,0
CVE-2005-1055,0
CVE-2005-1056,0
CVE-2005-1057,0
CVE-2005-1058,0
CVE-2005-1059,0
CVE-2005-1060,0
CVE-2005-1061,0
CVE-2005-1062,0
CVE-2005-1063,0
CVE-2005-1064,0
CVE-2005-1065,0
CVE-2005-1066,0
CVE-2005-1067,0
CVE-2005-1068,0
CVE-2005-1069,0
CVE-2005-1070,0
CVE-2005-1071,0
CVE-2005-1072,0
CVE-2005-1073,0
CVE-2005-1074,0
CVE-2005-1075,0
CVE-2005-1076,0
CVE-2005-1077,0
CVE-2005-1078,0
CVE-2005-1079,0
CVE-2005-1080,0
CVE-2005-1081,0
CVE-2005-1082,0
CVE-2005-1083,0
CVE-2005-1084,0
CVE-2005-1085,0
CVE-2005-1086,0
CVE-2005-1087,0
CVE-2005-1088,0
CVE-2005-1089,0
CVE-2005-1090,0
CVE-2005-1091,0
CVE-2005-1092,0
CVE-2005-1093,0
CVE-2005-1094,0
CVE-2005-1095,0
CVE-2005-1096,0
CVE-2005-1097,0
CVE-2005-1098,0
CVE-2005-1099,0
CVE-2005-1100,0
CVE-2005-1101,0
CVE-2005-1102,0
CVE-2005-1103,0
CVE-2005-1104,0
CVE-2005-1105,0
CVE-2005-1106,0
CVE-2005-1107,0
CVE-2005-1108,0
CVE-2005-1109,0
CVE-2005-1110,0
CVE-2005-1111,0
CVE-2005-1112,0
CVE-2005-1113,0
CVE-2005-1114,0
CVE-2005-1115,0
CVE-2005-1116,0
CVE-2005-1117,0
CVE-2005-1118,0
CVE-2005-1119,0
CVE-2005-1120,0
CVE-2005-1121,0
CVE-2005-1122,0
CVE-2005-1123,0
CVE-2005-1124,0
CVE-2005-1125,0
CVE-2005-1126,0
CVE-2005-1127,0
CVE-2005-1128,0
CVE-2005-1129,0
CVE-2005-1130,0
CVE-2005-1131,0
CVE-2005-1132,0
CVE-2005-1133,0
CVE-2005-1134,0
CVE-2005-1135,0
CVE-2005-1136,0
CVE-2005-1137,0
CVE-2005-1138,0
CVE-2005-1139,0
CVE-2005-1140,0
CVE-2005-1141,0
CVE-2005-1142,0
CVE-2005-1143,0
CVE-2005-1144,0
CVE-2005-1145,0
CVE-2005-1146,0
CVE-2005-1147,0
CVE-2005-1148,0
CVE-2005-1149,0
CVE-2005-1150,0
CVE-2005-1151,0
CVE-2005-1152,0
CVE-2005-1153,0
CVE-2005-1154,0
CVE-2005-1155,0
CVE-2005-1156,0
CVE-2005-1157,0
CVE-2005-1158,0
CVE-2005-1159,0
CVE-2005-1160,0
CVE-2005-1161,0
CVE-2005-1162,0
CVE-2005-1163,0
CVE-2005-1164,0
CVE-2005-1165,0
CVE-2005-1166,0
CVE-2005-1167,0
CVE-2005-1168,0
CVE-2005-1169,0
CVE-2005-1170,0
CVE-2005-1171,0
CVE-2005-1172,0
CVE-2005-1173,0
CVE-2005-1174,0
CVE-2005-1175,0
CVE-2005-1176,0
CVE-2005-1177,0
CVE-2005-1178,0
CVE-2005-1179,0
CVE-2005-1180,0
CVE-2005-1181,0
CVE-2005-1182,0
CVE-2005-1183,0
CVE-2005-1184,0
CVE-2005-1185,0
CVE-2005-1186,0
CVE-2005-1187,0
CVE-2005-1188,0
CVE-2005-1189,0
CVE-2005-1190,0
CVE-2005-1191,0
CVE-2005-1192,0
CVE-2005-1193,0
CVE-2005-1194,0
CVE-2005-1195,0
CVE-2005-1196,0
CVE-2005-1197,0
CVE-2005-1198,0
CVE-2005-1199,0
CVE-2005-1200,0
CVE-2005-1201,0
CVE-2005-1202,0
CVE-2005-1203,0
CVE-2005-1204,0
CVE-2005-1205,0
CVE-2005-1206,0
CVE-2005-1207,0
CVE-2005-1208,0
CVE-2005-1211,0
CVE-2005-1212,0
CVE-2005-1213,1
CVE-2005-1214,0
CVE-2005-1215,0
CVE-2005-1216,0
CVE-2005-1218,0
CVE-2005-1219,0
CVE-2005-1220,0
CVE-2005-1221,0
CVE-2005-1222,0
CVE-2005-1223,0
CVE-2005-1224,0
CVE-2005-1225,0
CVE-2005-1226,0
CVE-2005-1227,0
CVE-2005-1228,0
CVE-2005-1229,0
CVE-2005-1230,0
CVE-2005-1231,0
CVE-2005-1232,0
CVE-2005-1233,0
CVE-2005-1234,0
CVE-2005-1235,0
CVE-2005-1236,0
CVE-2005-1237,0
CVE-2005-1238,0
CVE-2005-1239,0
CVE-2005-1240,0
CVE-2005-1241,0
CVE-2005-1242,0
CVE-2005-1243,0
CVE-2005-1244,0
CVE-2005-1245,0
CVE-2005-1246,0
CVE-2005-1247,0
CVE-2005-1248,0
CVE-2005-1249,0
CVE-2005-1250,0
CVE-2005-1252,0
CVE-2005-1254,0
CVE-2005-1255,0
CVE-2005-1256,0
CVE-2005-1260,0
CVE-2005-1261,0
CVE-2005-1262,0
CVE-2005-1263,0
CVE-2005-1264,0
CVE-2005-1265,0
CVE-2005-1266,0
CVE-2005-1267,0
CVE-2005-1268,0
CVE-2005-1269,0
CVE-2005-1270,0
CVE-2005-1271,0
CVE-2005-1272,0
CVE-2005-1274,0
CVE-2005-1275,0
CVE-2005-1277,0
CVE-2005-1278,0
CVE-2005-1279,0
CVE-2005-1280,0
CVE-2005-1281,0
CVE-2005-1282,0
CVE-2005-1283,0
CVE-2005-1284,0
CVE-2005-1285,0
CVE-2005-1286,0
CVE-2005-1287,0
CVE-2005-1288,0
CVE-2005-1289,0
CVE-2005-1290,0
CVE-2005-1291,0
CVE-2005-1292,0
CVE-2005-1293,0
CVE-2005-1294,0
CVE-2005-1295,0
CVE-2005-1296,0
CVE-2005-1297,0
CVE-2005-1298,0
CVE-2005-1299,0
CVE-2005-1300,0
CVE-2005-1301,0
CVE-2005-1302,0
CVE-2005-1303,0
CVE-2005-1304,0
CVE-2005-1305,0
CVE-2005-1306,0
CVE-2005-1307,0
CVE-2005-1308,0
CVE-2005-1309,0
CVE-2005-1310,0
CVE-2005-1311,0
CVE-2005-1312,0
CVE-2005-1313,0
CVE-2005-1314,0
CVE-2005-1315,0
CVE-2005-1316,0
CVE-2005-1317,0
CVE-2005-1318,0
CVE-2005-1319,0
CVE-2005-1320,0
CVE-2005-1321,0
CVE-2005-1322,0
CVE-2005-1323,0
CVE-2005-1324,0
CVE-2005-1325,0
CVE-2005-1326,0
CVE-2005-1327,0
CVE-2005-1328,0
CVE-2005-1329,0
CVE-2005-1330,0
CVE-2005-1331,0
CVE-2005-1332,0
CVE-2005-1333,0
CVE-2005-1334,0
CVE-2005-1335,0
CVE-2005-1336,0
CVE-2005-1337,0
CVE-2005-1338,0
CVE-2005-1339,0
CVE-2005-1340,0
CVE-2005-1341,0
CVE-2005-1342,0
CVE-2005-1343,0
CVE-2005-1344,0
CVE-2005-1345,0
CVE-2005-1346,0
CVE-2005-1347,0
CVE-2005-1348,0
CVE-2005-1349,0
CVE-2005-1350,0
CVE-2005-1351,0
CVE-2005-1352,0
CVE-2005-1353,0
CVE-2005-1354,0
CVE-2005-1355,0
CVE-2005-1356,0
CVE-2005-1357,0
CVE-2005-1358,0
CVE-2005-1359,0
CVE-2005-1360,0
CVE-2005-1361,0
CVE-2005-1362,0
CVE-2005-1363,0
CVE-2005-1364,0
CVE-2005-1365,0
CVE-2005-1366,0
CVE-2005-1367,0
CVE-2005-1368,0
CVE-2005-1369,0
CVE-2005-1370,0
CVE-2005-1371,0
CVE-2005-1372,0
CVE-2005-1373,0
CVE-2005-1374,0
CVE-2005-1375,0
CVE-2005-1376,0
CVE-2005-1377,0
CVE-2005-1378,0
CVE-2005-1379,0
CVE-2005-1380,0
CVE-2005-1381,0
CVE-2005-1382,0
CVE-2005-1383,0
CVE-2005-1384,0
CVE-2005-1385,0
CVE-2005-1386,0
CVE-2005-1387,0
CVE-2005-1388,0
CVE-2005-1389,0
CVE-2005-1390,0
CVE-2005-1391,0
CVE-2005-1392,0
CVE-2005-1393,0
CVE-2005-1394,0
CVE-2005-1395,0
CVE-2005-1396,0
CVE-2005-1397,0
CVE-2005-1398,0
CVE-2005-1399,0
CVE-2005-1400,0
CVE-2005-1401,0
CVE-2005-1402,0
CVE-2005-1403,0
CVE-2005-1404,0
CVE-2005-1405,0
CVE-2005-1406,0
CVE-2005-1407,0
CVE-2005-1408,0
CVE-2005-1409,0
CVE-2005-1410,0
CVE-2005-1411,0
CVE-2005-1412,0
CVE-2005-1413,0
CVE-2005-1414,0
CVE-2005-1415,0
CVE-2005-1416,0
CVE-2005-1417,0
CVE-2005-1418,0
CVE-2005-1419,0
CVE-2005-1420,0
CVE-2005-1421,0
CVE-2005-1422,0
CVE-2005-1423,0
CVE-2005-1424,0
CVE-2005-1425,0
CVE-2005-1426,0
CVE-2005-1427,0
CVE-2005-1428,0
CVE-2005-1429,0
CVE-2005-1430,0
CVE-2005-1431,0
CVE-2005-1433,0
CVE-2005-1434,0
CVE-2005-1435,0
CVE-2005-1436,0
CVE-2005-1437,0
CVE-2005-1438,0
CVE-2005-1439,0
CVE-2005-1440,0
CVE-2005-1441,0
CVE-2005-1442,0
CVE-2005-1443,0
CVE-2005-1444,0
CVE-2005-1445,0
CVE-2005-1446,0
CVE-2005-1447,0
CVE-2005-1448,0
CVE-2005-1449,0
CVE-2005-1450,0
CVE-2005-1451,0
CVE-2005-1452,0
CVE-2005-1453,0
CVE-2005-1454,0
CVE-2005-1455,0
CVE-2005-1456,0
CVE-2005-1457,0
CVE-2005-1458,0
CVE-2005-1459,0
CVE-2005-1460,0
CVE-2005-1461,0
CVE-2005-1462,0
CVE-2005-1463,0
CVE-2005-1464,0
CVE-2005-1465,0
CVE-2005-1466,0
CVE-2005-1467,0
CVE-2005-1468,0
CVE-2005-1469,0
CVE-2005-1470,0
CVE-2005-1471,0
CVE-2005-1472,0
CVE-2005-1473,0
CVE-2005-1474,0
CVE-2005-1475,0
CVE-2005-1476,0
CVE-2005-1477,0
CVE-2005-1478,0
CVE-2005-1479,0
CVE-2005-1480,0
CVE-2005-1481,0
CVE-2005-1482,0
CVE-2005-1483,0
CVE-2005-1484,0
CVE-2005-1485,0
CVE-2005-1486,0
CVE-2005-1487,0
CVE-2005-1488,0
CVE-2005-1489,0
CVE-2005-1490,0
CVE-2005-1491,0
CVE-2005-1492,0
CVE-2005-1493,0
CVE-2005-1494,0
CVE-2005-1495,0
CVE-2005-1496,0
CVE-2005-1497,0
CVE-2005-1498,0
CVE-2005-1499,0
CVE-2005-1500,0
CVE-2005-1501,0
CVE-2005-1502,0
CVE-2005-1503,0
CVE-2005-1504,0
CVE-2005-1505,0
CVE-2005-1506,0
CVE-2005-1507,0
CVE-2005-1508,0
CVE-2005-1509,0
CVE-2005-1510,0
CVE-2005-1511,0
CVE-2005-1512,0
CVE-2005-1513,0
CVE-2005-1514,0
CVE-2005-1515,0
CVE-2005-1516,0
CVE-2005-1517,0
CVE-2005-1518,0
CVE-2005-1519,0
CVE-2005-1520,0
CVE-2005-1521,0
CVE-2005-1522,0
CVE-2005-1523,0
CVE-2005-1524,0
CVE-2005-1525,0
CVE-2005-1526,0
CVE-2005-1527,0
CVE-2005-1528,0
CVE-2005-1530,0
CVE-2005-1531,0
CVE-2005-1532,0
CVE-2005-1543,0
CVE-2005-1544,0
CVE-2005-1545,0
CVE-2005-1546,0
CVE-2005-1547,0
CVE-2005-1548,0
CVE-2005-1549,0
CVE-2005-1550,0
CVE-2005-1551,0
CVE-2005-1552,0
CVE-2005-1553,0
CVE-2005-1554,0
CVE-2005-1555,0
CVE-2005-1556,0
CVE-2005-1557,0
CVE-2005-1558,0
CVE-2005-1559,0
CVE-2005-1560,0
CVE-2005-1561,0
CVE-2005-1562,0
CVE-2005-1563,0
CVE-2005-1564,0
CVE-2005-1565,0
CVE-2005-1566,0
CVE-2005-1567,0
CVE-2005-1568,0
CVE-2005-1569,0
CVE-2005-1570,0
CVE-2005-1571,0
CVE-2005-1572,0
CVE-2005-1573,0
CVE-2005-1574,0
CVE-2005-1575,0
CVE-2005-1576,0
CVE-2005-1577,0
CVE-2005-1578,0
CVE-2005-1579,0
CVE-2005-1580,0
CVE-2005-1581,0
CVE-2005-1582,0
CVE-2005-1583,0
CVE-2005-1584,0
CVE-2005-1585,0
CVE-2005-1586,0
CVE-2005-1587,0
CVE-2005-1588,0
CVE-2005-1589,0
CVE-2005-1590,0
CVE-2005-1591,0
CVE-2005-1592,0
CVE-2005-1593,0
CVE-2005-1594,0
CVE-2005-1595,0
CVE-2005-1596,0
CVE-2005-1597,0
CVE-2005-1598,0
CVE-2005-1599,0
CVE-2005-1600,0
CVE-2005-1601,0
CVE-2005-1602,0
CVE-2005-1603,0
CVE-2005-1604,0
CVE-2005-1605,0
CVE-2005-1606,0
CVE-2005-1607,0
CVE-2005-1608,0
CVE-2005-1609,0
CVE-2005-1610,0
CVE-2005-1611,0
CVE-2005-1612,0
CVE-2005-1613,0
CVE-2005-1614,0
CVE-2005-1615,0
CVE-2005-1616,0
CVE-2005-1617,0
CVE-2005-1618,0
CVE-2005-1619,0
CVE-2005-1620,0
CVE-2005-1621,0
CVE-2005-1622,0
CVE-2005-1625,0
CVE-2005-1626,0
CVE-2005-1627,0
CVE-2005-1628,0
CVE-2005-1629,0
CVE-2005-1630,0
CVE-2005-1631,0
CVE-2005-1632,0
CVE-2005-1633,0
CVE-2005-1634,0
CVE-2005-1635,0
CVE-2005-1636,0
CVE-2005-1637,0
CVE-2005-1638,0
CVE-2005-1639,0
CVE-2005-1640,0
CVE-2005-1641,0
CVE-2005-1642,0
CVE-2005-1643,0
CVE-2005-1644,0
CVE-2005-1645,0
CVE-2005-1646,0
CVE-2005-1647,0
CVE-2005-1648,0
CVE-2005-1649,0
CVE-2005-1650,0
CVE-2005-1651,0
CVE-2005-1652,0
CVE-2005-1653,0
CVE-2005-1654,0
CVE-2005-1655,0
CVE-2005-1656,0
CVE-2005-1657,0
CVE-2005-1658,0
CVE-2005-1659,0
CVE-2005-1660,0
CVE-2005-1661,0
CVE-2005-1662,0
CVE-2005-1663,0
CVE-2005-1664,0
CVE-2005-1665,0
CVE-2005-1666,0
CVE-2005-1667,0
CVE-2005-1668,0
CVE-2005-1669,0
CVE-2005-1670,0
CVE-2005-1671,0
CVE-2005-1672,0
CVE-2005-1673,0
CVE-2005-1674,0
CVE-2005-1675,0
CVE-2005-1676,0
CVE-2005-1677,0
CVE-2005-1678,0
CVE-2005-1679,0
CVE-2005-1680,0
CVE-2005-1681,0
CVE-2005-1682,0
CVE-2005-1683,0
CVE-2005-1684,0
CVE-2005-1685,0
CVE-2005-1686,0
CVE-2005-1687,0
CVE-2005-1688,0
CVE-2005-1689,0
CVE-2005-1690,0
CVE-2005-1691,0
CVE-2005-1692,0
CVE-2005-1693,0
CVE-2005-1694,0
CVE-2005-1695,0
CVE-2005-1696,0
CVE-2005-1697,0
CVE-2005-1698,0
CVE-2005-1699,0
CVE-2005-1700,0
CVE-2005-1701,0
CVE-2005-1702,0
CVE-2005-1703,0
CVE-2005-1704,0
CVE-2005-1705,0
CVE-2005-1706,0
CVE-2005-1707,0
CVE-2005-1708,0
CVE-2005-1709,0
CVE-2005-1710,0
CVE-2005-1711,0
CVE-2005-1712,0
CVE-2005-1713,0
CVE-2005-1714,0
CVE-2005-1715,0
CVE-2005-1716,0
CVE-2005-1717,0
CVE-2005-1718,0
CVE-2005-1719,0
CVE-2005-1720,0
CVE-2005-1721,0
CVE-2005-1722,0
CVE-2005-1723,0
CVE-2005-1724,0
CVE-2005-1725,0
CVE-2005-1726,0
CVE-2005-1727,0
CVE-2005-1728,0
CVE-2005-1729,0
CVE-2005-1730,0
CVE-2005-1731,0
CVE-2005-1732,0
CVE-2005-1733,0
CVE-2005-1734,0
CVE-2005-1735,0
CVE-2005-1736,0
CVE-2005-1737,0
CVE-2005-1738,0
CVE-2005-1739,0
CVE-2005-1740,0
CVE-2005-1741,0
CVE-2005-1742,0
CVE-2005-1743,0
CVE-2005-1744,0
CVE-2005-1745,0
CVE-2005-1746,0
CVE-2005-1747,0
CVE-2005-1748,0
CVE-2005-1749,0
CVE-2005-1750,0
CVE-2005-1751,0
CVE-2005-1752,0
CVE-2005-1753,0
CVE-2005-1754,0
CVE-2005-1755,0
CVE-2005-1756,0
CVE-2005-1757,0
CVE-2005-1758,0
CVE-2005-1759,0
CVE-2005-1760,0
CVE-2005-1761,0
CVE-2005-1762,0
CVE-2005-1763,0
CVE-2005-1764,0
CVE-2005-1765,0
CVE-2005-1766,0
CVE-2005-1767,0
CVE-2005-1768,0
